call_count,is_exported,used_in_tests,dynamic_call_risk,cyclomatic_complexity,file_depth,dead_code_probability,label
0,0,0,0.33,1,2,0.967,1
5,1,1,0.36,6,6,0.254,0
0,0,0,0.32,3,9,0.751,1
0,0,0,0.09,13,7,0.778,1
3,0,1,0.26,12,6,0.279,0
6,0,1,0.59,2,7,0.146,0
5,0,1,0.27,2,9,0.294,0
0,0,0,0.62,5,6,0.72,1
8,0,1,0.65,14,2,0.169,0
5,1,1,0.14,10,9,0.037,0
0,0,0,0.26,4,1,0.948,1
0,0,0,0.05,9,2,0.789,1
0,0,0,0.66,6,7,0.875,1
4,1,1,0.55,12,7,0.199,0
2,0,1,0.53,5,4,0.085,0
0,0,0,0.2,11,9,0.751,1
8,0,1,0.29,7,4,0.291,0
0,0,0,0.1,6,6,0.852,1
3,0,1,0.56,4,3,0.25,0
0,0,0,0.57,9,5,0.824,1
0,0,0,0.19,14,8,0.939,1
0,0,0,0.23,10,3,0.902,1
9,0,1,0.26,14,6,0.097,0
0,0,0,0.09,1,9,0.814,1
3,0,1,0.38,5,3,0.029,0
10,0,1,0.46,9,7,0.151,0
5,1,1,0.29,4,2,0.047,0
0,0,0,0.44,13,5,0.887,1
9,1,1,0.33,7,9,0.168,0
0,0,0,0.44,6,7,0.706,1
4,0,1,0.23,6,7,0.216,0
6,0,1,0.26,5,5,0.023,0
0,0,0,0.03,3,7,0.799,1
6,0,1,0.2,5,3,0.044,0
7,0,1,0.39,11,1,0.209,0
9,1,1,0.21,5,3,0.228,0
2,0,1,0.28,13,2,0.218,0
0,0,0,0.17,7,4,0.844,1
4,0,1,0.08,6,6,0.155,0
6,1,1,0.25,9,8,0.217,0
0,0,0,0.31,2,9,0.719,1
2,1,1,0.2,6,7,0.105,0
3,0,1,0.21,2,8,0.117,0
0,0,0,0.18,4,1,0.805,1
10,0,1,0.15,2,6,0.13,0
0,0,0,0.28,5,6,0.79,1
0,0,0,0.25,7,7,0.949,1
0,0,0,0.14,13,6,0.782,1
3,0,1,0.32,12,4,0.191,0
0,0,0,0.31,4,1,0.858,1
9,0,1,0.28,14,1,0.032,0
7,1,1,0.15,10,1,0.087,0
2,0,1,0.08,3,3,0.145,0
5,0,1,0.39,6,3,0.145,0
0,0,0,0.27,7,2,0.827,1
0,0,0,0.29,13,6,0.764,1
0,0,0,0.38,3,6,0.833,1
0,0,0,0.28,10,3,0.845,1
0,0,0,0.34,1,9,0.773,1
4,0,1,0.5,1,8,0.193,0
0,0,0,0.33,4,1,0.864,1
0,0,0,0.48,9,8,0.879,1
0,0,0,0.66,11,6,0.784,1
7,1,1,0.68,13,4,0.131,0
3,0,1,0.2,12,1,0.258,0
0,0,0,0.35,13,6,0.803,1
0,0,0,0.45,9,3,0.811,1
0,0,0,0.37,7,6,0.865,1
0,0,0,0.41,13,5,0.888,1
4,1,1,0.5,4,9,0.265,0
0,0,0,0.21,8,2,0.849,1
3,0,1,0.32,13,1,0.258,0
0,0,0,0.22,2,4,0.769,1
8,0,1,0.47,10,9,0.296,0
0,0,0,0.46,14,8,0.755,1
10,0,1,0.31,5,4,0.137,0
6,1,1,0.25,7,4,0.243,0
8,1,1,0.26,9,6,0.128,0
0,0,0,0.31,2,1,0.896,1
0,0,0,0.12,11,6,0.722,1
0,0,0,0.27,12,4,0.845,1
0,0,0,0.3,5,1,0.702,1
8,0,1,0.3,3,5,0.216,0
4,0,1,0.25,7,1,0.168,0
7,1,1,0.66,12,1,0.24,0
0,0,0,0.17,7,3,0.919,1
0,0,0,0.18,14,3,0.719,1
0,0,0,0.45,5,5,0.96,1
6,0,1,0.21,1,4,0.12,0
10,0,1,0.59,8,7,0.171,0
0,0,0,0.36,8,7,0.783,1
6,0,1,0.37,13,1,0.093,0
0,0,0,0.52,9,7,0.879,1
7,0,1,0.21,7,6,0.127,0
0,0,0,0.11,14,4,0.961,1
0,0,0,0.19,1,5,0.816,1
7,1,1,0.24,1,2,0.034,0
0,0,0,0.02,4,7,0.812,1
9,1,1,0.3,3,1,0.225,0
0,0,0,0.44,7,9,0.859,1
2,0,1,0.27,12,2,0.061,0
5,0,1,0.41,8,7,0.091,0
0,0,0,0.36,3,7,0.812,1
0,0,0,0.22,9,5,0.967,1
0,0,0,0.45,6,5,0.863,1
9,1,1,0.43,4,6,0.291,0
5,0,1,0.04,10,8,0.166,0
0,0,0,0.12,1,2,0.728,1
6,0,1,0.09,5,8,0.028,0
6,0,1,0.25,12,6,0.079,0
9,0,1,0.32,7,2,0.184,0
4,0,1,0.51,1,1,0.181,0
0,0,0,0.24,2,2,0.722,1
10,1,1,0.32,4,2,0.199,0
0,0,0,0.23,6,8,0.9,1
8,0,1,0.07,6,5,0.195,0
10,0,1,0.32,3,3,0.298,0
0,0,0,0.02,3,8,0.702,1
7,0,1,0.34,7,1,0.095,0
0,0,0,0.34,11,2,0.849,1
0,0,0,0.07,1,5,0.773,1
3,0,1,0.15,13,5,0.152,0
6,0,1,0.3,5,1,0.062,0
0,0,0,0.17,10,4,0.935,1
9,0,1,0.37,2,8,0.098,0
0,0,0,0.41,10,5,0.885,1
0,0,0,0.28,11,8,0.979,1
8,1,1,0.49,7,4,0.237,0
3,0,1,0.21,2,7,0.051,0
3,0,1,0.35,4,6,0.232,0
7,0,1,0.24,7,7,0.299,0
0,0,0,0.17,2,4,0.826,1
0,0,0,0.3,10,5,0.826,1
9,0,1,0.07,6,5,0.021,0
0,0,0,0.12,13,4,0.838,1
0,0,0,0.17,4,3,0.976,1
10,1,1,0.09,9,1,0.187,0
0,0,0,0.42,12,3,0.941,1
7,1,1,0.15,14,6,0.171,0
6,1,1,0.35,1,7,0.279,0
8,1,1,0.23,4,3,0.246,0
6,1,1,0.61,8,2,0.056,0
8,0,1,0.31,7,7,0.193,0
2,0,1,0.24,1,4,0.058,0
0,0,0,0.15,7,6,0.963,1
0,0,0,0.19,13,9,0.798,1
0,0,0,0.45,2,8,0.77,1
0,0,0,0.18,3,4,0.814,1
4,0,1,0.79,4,7,0.295,0
2,1,1,0.28,11,1,0.035,0
0,0,0,0.14,1,6,0.73,1
10,1,1,0.02,13,4,0.255,0
8,0,1,0.57,13,1,0.21,0
0,0,0,0.16,4,8,0.802,1
0,0,0,0.29,6,8,0.738,1
8,0,1,0.06,12,5,0.237,0
6,0,1,0.4,14,1,0.026,0
7,0,1,0.13,13,1,0.15,0
0,0,0,0.18,5,5,0.793,1
9,0,1,0.03,14,5,0.039,0
0,0,0,0.36,12,7,0.97,1
8,1,1,0.19,4,7,0.214,0
0,0,0,0.25,13,8,0.921,1
0,0,0,0.26,4,8,0.906,1
10,0,1,0.54,2,6,0.139,0
0,0,0,0.62,5,6,0.74,1
3,1,1,0.49,5,6,0.261,0
0,0,0,0.14,8,8,0.978,1
0,0,0,0.61,13,7,0.906,1
0,0,0,0.53,13,8,0.848,1
6,0,1,0.16,1,2,0.081,0
9,0,1,0.35,11,4,0.232,0
0,0,0,0.23,14,7,0.733,1
0,0,0,0.15,1,5,0.961,1
0,0,0,0.32,11,1,0.902,1
0,0,0,0.2,2,5,0.952,1
6,1,1,0.33,8,3,0.147,0
8,0,1,0.14,11,3,0.115,0
5,0,1,0.54,3,1,0.227,0
0,0,0,0.27,7,5,0.76,1
0,0,0,0.25,1,6,0.846,1
0,0,0,0.66,11,5,0.85,1
4,0,1,0.24,13,2,0.199,0
8,0,1,0.14,8,8,0.262,0
9,0,1,0.49,3,4,0.205,0
2,0,1,0.15,5,5,0.095,0
4,0,1,0.53,3,4,0.215,0
0,0,0,0.13,1,2,0.805,1
8,0,1,0.3,14,8,0.202,0
0,0,0,0.07,5,2,0.903,1
0,0,0,0.12,4,4,0.754,1
7,0,1,0.52,8,2,0.15,0
0,0,0,0.13,12,8,0.866,1
2,0,1,0.13,10,5,0.045,0
0,0,0,0.09,8,5,0.761,1
0,0,0,0.17,10,6,0.962,1
0,0,0,0.53,1,1,0.891,1
5,0,1,0.44,12,7,0.15,0
10,0,1,0.26,13,4,0.227,0
0,0,0,0.05,4,4,0.852,1
4,1,1,0.18,10,4,0.036,0
8,0,1,0.5,1,8,0.167,0
0,0,0,0.28,1,1,0.788,1
0,0,0,0.31,2,5,0.726,1
0,0,0,0.22,3,1,0.8,1
7,0,1,0.18,10,9,0.261,0
5,1,1,0.09,7,7,0.116,0
3,1,1,0.22,12,2,0.131,0
9,0,1,0.25,7,5,0.104,0
7,0,1,0.59,10,7,0.118,0
0,0,0,0.52,3,4,0.903,1
0,0,0,0.05,12,4,0.797,1
7,1,1,0.1,11,6,0.135,0
0,0,0,0.46,1,2,0.785,1
0,0,0,0.2,4,3,0.772,1
0,0,0,0.22,9,3,0.829,1
7,0,1,0.09,14,1,0.028,0
0,0,0,0.12,11,7,0.824,1
0,0,0,0.08,11,4,0.914,1
2,0,1,0.36,6,2,0.249,0
0,0,0,0.36,3,1,0.841,1
0,0,0,0.21,10,2,0.767,1
6,1,1,0.21,5,8,0.255,0
6,0,1,0.19,11,1,0.179,0
0,0,0,0.1,8,1,0.73,1
0,0,0,0.22,8,9,0.787,1
3,1,1,0.2,3,7,0.046,0
0,0,0,0.25,12,3,0.952,1
0,0,0,0.3,3,3,0.97,1
0,0,0,0.61,13,3,0.98,1
0,0,0,0.3,6,1,0.885,1
0,0,0,0.45,11,1,0.753,1
0,0,0,0.32,14,5,0.776,1
0,0,0,0.41,9,7,0.822,1
10,0,1,0.12,11,5,0.091,0
0,0,0,0.29,2,8,0.9,1
0,0,0,0.6,10,7,0.975,1
10,0,1,0.21,5,7,0.235,0
0,0,0,0.06,1,5,0.887,1
0,0,0,0.36,9,7,0.921,1
2,1,1,0.01,4,1,0.189,0
7,1,1,0.22,1,4,0.244,0
10,0,1,0.44,2,4,0.058,0
0,0,0,0.14,9,7,0.709,1
9,0,1,0.26,9,1,0.291,0
3,1,1,0.16,14,5,0.146,0
0,0,0,0.12,6,6,0.709,1
0,0,0,0.09,11,4,0.703,1
0,0,0,0.02,14,9,0.929,1
0,0,0,0.27,8,8,0.968,1
7,1,1,0.11,5,1,0.231,0
0,0,0,0.5,13,3,0.779,1
6,0,1,0.22,4,7,0.032,0
0,0,0,0.1,8,8,0.726,1
9,0,1,0.17,3,6,0.224,0
7,0,1,0.53,6,2,0.177,0
0,0,0,0.15,14,9,0.826,1
0,0,0,0.24,13,9,0.801,1
3,1,1,0.68,1,4,0.188,0
0,0,0,0.4,5,3,0.933,1
5,0,1,0.47,9,1,0.159,0
0,0,0,0.61,8,4,0.935,1
5,0,1,0.25,7,5,0.207,0
6,1,1,0.07,5,3,0.101,0
10,0,1,0.29,7,4,0.056,0
10,0,1,0.47,5,1,0.137,0
0,0,0,0.55,8,3,0.789,1
0,0,0,0.17,3,5,0.775,1
3,0,1,0.21,14,8,0.147,0
4,1,1,0.31,6,4,0.276,0
0,0,0,0.28,14,8,0.77,1
0,0,0,0.23,6,7,0.934,1
6,0,1,0.06,1,8,0.034,0
0,0,0,0.44,14,5,0.781,1
0,0,0,0.2,11,4,0.952,1
8,0,1,0.03,2,4,0.254,0
9,0,1,0.42,5,1,0.058,0
5,0,1,0.18,6,6,0.22,0
7,0,1,0.26,2,7,0.13,0
0,0,0,0.2,14,9,0.955,1
6,0,1,0.32,14,8,0.148,0
2,0,1,0.29,13,6,0.185,0
0,0,0,0.35,7,5,0.938,1
7,1,1,0.34,13,2,0.078,0
8,1,1,0.09,14,5,0.051,0
5,1,1,0.4,12,8,0.089,0
10,0,1,0.45,2,1,0.082,0
4,0,1,0.2,2,5,0.221,0
0,0,0,0.44,8,3,0.829,1
4,0,1,0.43,5,8,0.079,0
0,0,0,0.34,8,8,0.713,1
0,0,0,0.32,5,2,0.738,1
8,0,1,0.13,10,4,0.263,0
0,0,0,0.31,6,5,0.89,1
5,1,1,0.09,7,7,0.161,0
0,0,0,0.11,4,5,0.723,1
0,0,0,0.26,3,7,0.747,1
0,0,0,0.17,1,4,0.776,1
10,1,1,0.59,13,9,0.049,0
10,1,1,0.64,1,5,0.037,0
0,0,0,0.59,9,3,0.762,1
3,1,1,0.26,9,2,0.037,0
8,1,1,0.33,12,9,0.054,0
6,0,1,0.4,9,1,0.026,0
0,0,0,0.13,2,3,0.867,1
7,0,1,0.24,9,3,0.137,0
0,0,0,0.23,13,8,0.882,1
3,1,1,0.23,5,9,0.213,0
0,0,0,0.07,8,8,0.895,1
0,0,0,0.38,5,7,0.888,1
10,0,1,0.26,4,2,0.256,0
0,0,0,0.42,5,9,0.908,1
8,0,1,0.3,13,8,0.063,0
8,0,1,0.26,11,8,0.118,0
0,0,0,0.56,8,1,0.75,1
9,0,1,0.49,1,4,0.101,0
0,0,0,0.3,12,4,0.903,1
6,1,1,0.25,3,4,0.115,0
8,0,1,0.73,5,6,0.263,0
3,0,1,0.27,9,6,0.155,0
0,0,0,0.04,11,1,0.926,1
7,0,1,0.18,9,7,0.147,0
10,0,1,0.14,14,2,0.066,0
9,0,1,0.32,2,6,0.263,0
4,0,1,0.54,1,6,0.09,0
2,0,1,0.37,12,4,0.065,0
0,0,0,0.16,5,2,0.961,1
0,0,0,0.33,10,1,0.929,1
10,1,1,0.49,10,6,0.281,0
2,0,1,0.38,9,1,0.266,0
3,0,1,0.17,14,8,0.212,0
0,0,0,0.1,11,7,0.932,1
6,0,1,0.3,2,8,0.223,0
0,0,0,0.41,2,5,0.968,1
0,0,0,0.44,8,7,0.897,1
0,0,0,0.09,6,8,0.845,1
5,0,1,0.36,8,4,0.254,0
5,0,1,0.15,1,7,0.267,0
0,0,0,0.36,2,8,0.931,1
0,0,0,0.39,3,6,0.73,1
0,0,0,0.3,1,1,0.813,1
0,0,0,0.25,7,4,0.857,1
2,1,1,0.08,11,2,0.114,0
0,0,0,0.23,10,7,0.744,1
9,0,1,0.6,7,9,0.059,0
10,0,1,0.68,9,3,0.062,0
9,1,1,0.1,1,5,0.27,0
6,1,1,0.29,1,4,0.04,0
5,1,1,0.21,9,7,0.112,0
0,0,0,0.43,1,1,0.718,1
0,0,0,0.5,10,1,0.924,1
8,1,1,0.06,2,2,0.107,0
0,0,0,0.02,3,1,0.937,1
0,0,0,0.21,12,3,0.91,1
10,0,1,0.37,13,6,0.29,0
0,0,0,0.21,10,1,0.769,1
0,0,0,0.18,6,1,0.886,1
0,0,0,0.18,10,3,0.729,1
0,0,0,0.21,8,8,0.911,1
9,1,1,0.49,7,7,0.217,0
4,0,1,0.09,13,5,0.041,0
10,1,1,0.04,3,7,0.109,0
0,0,0,0.61,7,6,0.777,1
0,0,0,0.24,9,1,0.907,1
0,0,0,0.48,11,4,0.918,1
0,0,0,0.22,11,9,0.758,1
4,1,1,0.17,8,9,0.169,0
0,0,0,0.48,10,2,0.909,1
0,0,0,0.56,8,7,0.876,1
6,0,1,0.26,13,7,0.299,0
7,0,1,0.19,7,6,0.105,0
3,0,1,0.34,13,6,0.166,0
0,0,0,0.57,10,6,0.79,1
0,0,0,0.43,4,1,0.867,1
0,0,0,0.25,7,7,0.849,1
0,0,0,0.15,3,4,0.916,1
10,0,1,0.24,7,3,0.07,0
0,0,0,0.04,13,3,0.748,1
8,0,1,0.16,2,2,0.134,0
9,0,1,0.4,5,1,0.256,0
2,1,1,0.09,13,5,0.069,0
10,1,1,0.32,3,9,0.089,0
4,1,1,0.38,5,9,0.148,0
0,0,0,0.52,3,4,0.902,1
2,0,1,0.39,12,6,0.099,0
0,0,0,0.12,11,4,0.816,1
8,1,1,0.27,11,5,0.235,0
0,0,0,0.25,14,4,0.903,1
0,0,0,0.44,6,5,0.855,1
9,0,1,0.36,10,5,0.049,0
4,1,1,0.68,5,1,0.244,0
3,1,1,0.56,14,1,0.222,0
5,0,1,0.31,14,1,0.267,0
0,0,0,0.3,7,8,0.785,1
3,0,1,0.32,5,4,0.167,0
9,1,1,0.05,4,2,0.261,0
0,0,0,0.4,11,5,0.819,1
0,0,0,0.22,7,1,0.979,1
0,0,0,0.41,4,1,0.858,1
0,0,0,0.11,1,7,0.885,1
4,1,1,0.25,12,8,0.229,0
0,0,0,0.24,12,8,0.913,1
8,0,1,0.02,9,4,0.201,0
0,0,0,0.4,12,3,0.966,1
0,0,0,0.24,2,7,0.716,1
0,0,0,0.22,2,8,0.73,1
8,0,1,0.14,1,3,0.048,0
2,0,1,0.42,10,4,0.12,0
5,0,1,0.05,10,6,0.171,0
0,0,0,0.54,12,4,0.912,1
5,0,1,0.63,11,4,0.038,0
9,0,1,0.11,8,5,0.194,0
10,0,1,0.18,12,4,0.134,0
0,0,0,0.36,6,1,0.894,1
7,1,1,0.15,5,7,0.042,0
8,0,1,0.3,10,4,0.176,0
3,0,1,0.1,10,6,0.207,0
0,0,0,0.29,10,9,0.959,1
9,1,1,0.39,14,4,0.26,0
0,0,0,0.19,14,4,0.797,1
5,0,1,0.18,6,3,0.245,0
0,0,0,0.41,10,1,0.814,1
4,1,1,0.15,8,9,0.204,0
0,0,0,0.26,3,8,0.851,1
6,0,1,0.29,4,6,0.256,0
2,0,1,0.09,10,3,0.093,0
3,0,1,0.25,1,4,0.1,0
6,1,1,0.12,14,1,0.235,0
0,0,0,0.42,10,4,0.866,1
4,0,1,0.29,10,7,0.104,0
4,1,1,0.25,3,6,0.176,0
0,0,0,0.17,4,9,0.734,1
10,1,1,0.22,9,5,0.227,0
0,0,0,0.16,12,3,0.924,1
0,0,0,0.2,1,7,0.933,1
0,0,0,0.42,10,8,0.88,1
7,0,1,0.06,2,2,0.287,0
0,0,0,0.35,4,6,0.891,1
10,1,1,0.24,11,5,0.229,0
0,0,0,0.62,3,9,0.716,1
0,0,0,0.11,12,4,0.758,1
0,0,0,0.6,3,3,0.722,1
8,0,1,0.25,3,1,0.262,0
5,1,1,0.13,8,9,0.063,0
0,0,0,0.1,14,3,0.804,1
0,0,0,0.54,3,5,0.742,1
0,0,0,0.21,2,4,0.843,1
0,0,0,0.54,14,8,0.767,1
0,0,0,0.58,1,2,0.732,1
7,1,1,0.21,11,8,0.035,0
0,0,0,0.07,4,5,0.765,1
0,0,0,0.17,14,6,0.76,1
0,0,0,0.45,5,1,0.815,1
0,0,0,0.21,3,2,0.936,1
0,0,0,0.21,2,1,0.798,1
6,0,1,0.16,2,4,0.231,0
0,0,0,0.51,5,9,0.971,1
7,0,1,0.56,12,2,0.285,0
5,1,1,0.51,14,3,0.128,0
0,0,0,0.27,14,6,0.936,1
6,1,1,0.21,1,1,0.273,0
4,1,1,0.42,5,2,0.253,0
0,0,0,0.33,1,2,0.97,1
4,0,1,0.19,1,9,0.143,0
0,0,0,0.41,2,8,0.86,1
9,1,1,0.27,7,3,0.121,0
2,0,1,0.52,12,2,0.062,0
0,0,0,0.49,1,2,0.745,1
7,1,1,0.24,3,3,0.047,0
5,0,1,0.07,11,1,0.269,0
5,1,1,0.11,12,8,0.221,0
7,0,1,0.53,2,6,0.273,0
10,0,1,0.07,14,7,0.101,0
6,0,1,0.75,8,8,0.071,0
8,0,1,0.19,8,6,0.224,0
3,0,1,0.5,10,3,0.125,0
6,0,1,0.13,1,3,0.065,0
2,1,1,0.14,13,6,0.231,0
4,0,1,0.23,13,2,0.024,0
0,0,0,0.81,10,7,0.907,1
8,0,1,0.24,9,8,0.105,0
0,0,0,0.3,8,3,0.914,1
0,0,0,0.23,5,7,0.856,1
0,0,0,0.27,3,3,0.913,1
0,0,0,0.26,13,3,0.839,1
7,0,1,0.2,4,7,0.242,0
8,0,1,0.17,9,4,0.154,0
0,0,0,0.29,7,7,0.868,1
0,0,0,0.23,8,3,0.745,1
0,0,0,0.11,14,7,0.749,1
2,0,1,0.15,7,5,0.045,0
0,0,0,0.3,10,5,0.703,1
7,0,1,0.67,9,8,0.278,0
0,0,0,0.22,10,4,0.722,1
0,0,0,0.51,3,5,0.917,1
4,1,1,0.58,5,5,0.09,0
10,1,1,0.09,13,9,0.189,0
0,0,0,0.34,12,2,0.829,1
10,0,1,0.12,9,7,0.111,0
7,0,1,0.56,4,1,0.112,0
4,0,1,0.38,1,3,0.261,0
0,0,0,0.53,5,1,0.855,1
0,0,0,0.38,11,1,0.703,1
7,0,1,0.41,2,3,0.235,0
7,1,1,0.42,11,3,0.149,0
5,0,1,0.41,6,1,0.271,0
5,0,1,0.2,6,1,0.079,0
8,0,1,0.49,5,7,0.039,0
2,0,1,0.22,3,7,0.077,0
0,0,0,0.27,6,2,0.883,1
0,0,0,0.07,10,1,0.737,1
0,0,0,0.37,14,8,0.909,1
0,0,0,0.16,11,1,0.735,1
8,0,1,0.47,1,8,0.222,0
0,0,0,0.06,3,2,0.746,1
6,0,1,0.36,13,4,0.114,0
0,0,0,0.23,7,3,0.731,1
0,0,0,0.21,6,8,0.961,1
4,0,1,0.12,4,8,0.111,0
5,1,1,0.51,10,2,0.262,0
6,0,1,0.27,6,5,0.293,0
0,0,0,0.08,4,2,0.745,1
7,1,1,0.58,3,5,0.057,0
5,0,1,0.19,13,7,0.273,0
5,0,1,0.2,1,9,0.221,0
8,1,1,0.37,1,5,0.111,0
0,0,0,0.21,4,1,0.978,1
0,0,0,0.36,13,9,0.932,1
4,0,1,0.56,6,3,0.021,0
0,0,0,0.44,11,6,0.937,1
0,0,0,0.53,10,9,0.713,1
0,0,0,0.4,7,9,0.774,1
4,1,1,0.33,10,9,0.073,0
8,0,1,0.31,5,1,0.203,0
9,0,1,0.25,5,4,0.136,0
0,0,0,0.04,14,1,0.77,1
0,0,0,0.33,1,9,0.907,1
0,0,0,0.37,3,3,0.756,1
0,0,0,0.4,7,6,0.839,1
4,0,1,0.32,10,3,0.058,0
5,0,1,0.23,11,5,0.047,0
9,1,1,0.14,10,3,0.172,0
0,0,0,0.28,5,8,0.88,1
4,0,1,0.19,3,2,0.232,0
4,0,1,0.12,6,5,0.086,0
0,0,0,0.28,11,4,0.822,1
0,0,0,0.53,14,1,0.756,1
7,0,1,0.29,7,7,0.248,0
0,0,0,0.2,4,5,0.737,1
4,1,1,0.31,3,9,0.186,0
8,0,1,0.4,5,2,0.045,0
0,0,0,0.42,13,3,0.914,1
0,0,0,0.1,13,3,0.712,1
5,1,1,0.05,6,7,0.104,0
0,0,0,0.39,12,5,0.837,1
0,0,0,0.45,10,5,0.751,1
6,0,1,0.14,12,8,0.176,0
8,0,1,0.03,4,4,0.186,0
10,0,1,0.25,13,3,0.085,0
6,0,1,0.32,1,8,0.138,0
0,0,0,0.29,14,5,0.881,1
0,0,0,0.27,2,5,0.872,1
6,0,1,0.39,6,7,0.202,0
0,0,0,0.04,2,7,0.831,1
0,0,0,0.1,10,8,0.844,1
3,0,1,0.58,12,5,0.067,0
0,0,0,0.17,6,4,0.784,1
7,1,1,0.15,7,4,0.196,0
4,1,1,0.47,6,8,0.188,0
5,0,1,0.28,12,6,0.185,0
2,1,1,0.42,14,6,0.193,0
0,0,0,0.5,5,3,0.71,1
0,0,0,0.51,4,8,0.745,1
0,0,0,0.25,11,5,0.915,1
0,0,0,0.24,2,5,0.845,1
0,0,0,0.33,3,9,0.941,1
2,0,1,0.38,9,4,0.123,0
0,0,0,0.27,13,4,0.822,1
8,0,1,0.13,8,5,0.153,0
10,0,1,0.18,4,9,0.126,0
0,0,0,0.48,7,2,0.728,1
0,0,0,0.6,2,3,0.972,1
0,0,0,0.14,14,5,0.853,1
0,0,0,0.44,7,3,0.763,1
3,0,1,0.22,2,8,0.139,0
0,0,0,0.02,10,1,0.884,1
8,0,1,0.19,2,9,0.237,0
0,0,0,0.2,7,9,0.748,1
0,0,0,0.1,4,7,0.955,1
3,0,1,0.37,8,9,0.217,0
0,0,0,0.42,8,1,0.863,1
0,0,0,0.36,8,6,0.962,1
2,0,1,0.3,8,7,0.112,0
0,0,0,0.37,2,3,0.891,1
0,0,0,0.02,14,2,0.715,1
0,0,0,0.15,1,7,0.898,1
2,1,1,0.55,9,4,0.258,0
9,1,1,0.24,8,1,0.159,0
0,0,0,0.5,6,3,0.925,1
9,0,1,0.3,7,9,0.111,0
0,0,0,0.53,1,3,0.816,1
6,0,1,0.29,10,6,0.286,0
8,1,1,0.39,14,3,0.294,0
0,0,0,0.19,14,9,0.754,1
0,0,0,0.14,2,5,0.844,1
3,0,1,0.39,6,3,0.044,0
0,0,0,0.5,4,5,0.733,1
0,0,0,0.42,7,7,0.812,1
3,1,1,0.47,12,7,0.113,0
4,0,1,0.31,10,3,0.198,0
0,0,0,0.24,1,2,0.714,1
0,0,0,0.08,4,4,0.95,1
0,0,0,0.23,3,1,0.776,1
0,0,0,0.04,8,9,0.71,1
0,0,0,0.34,7,3,0.929,1
9,1,1,0.21,8,9,0.124,0
0,0,0,0.54,8,1,0.917,1
3,1,1,0.05,12,5,0.293,0
0,0,0,0.39,9,3,0.804,1
0,0,0,0.16,11,6,0.922,1
9,0,1,0.28,4,7,0.275,0
6,0,1,0.52,4,9,0.277,0
3,0,1,0.06,3,3,0.102,0
0,0,0,0.49,6,9,0.805,1
5,0,1,0.56,2,7,0.264,0
0,0,0,0.55,14,2,0.893,1
9,0,1,0.69,10,5,0.226,0
0,0,0,0.6,14,3,0.735,1
4,0,1,0.06,13,2,0.221,0
8,0,1,0.46,7,6,0.13,0
3,0,1,0.32,5,3,0.106,0
4,0,1,0.6,14,5,0.085,0
0,0,0,0.04,5,7,0.766,1
4,0,1,0.1,4,7,0.108,0
0,0,0,0.12,5,6,0.904,1
0,0,0,0.19,1,4,0.971,1
7,1,1,0.26,6,4,0.111,0
2,0,1,0.29,5,3,0.05,0
0,0,0,0.19,11,5,0.922,1
7,0,1,0.27,12,2,0.082,0
8,1,1,0.5,1,6,0.191,0
0,0,0,0.34,14,9,0.905,1
5,0,1,0.31,14,3,0.062,0
8,0,1,0.39,9,8,0.252,0
0,0,0,0.46,10,1,0.944,1
0,0,0,0.11,2,9,0.854,1
3,0,1,0.24,7,7,0.236,0
0,0,0,0.1,11,4,0.887,1
7,0,1,0.4,4,7,0.244,0
9,0,1,0.21,11,1,0.071,0
0,0,0,0.2,14,7,0.861,1
8,0,1,0.12,11,2,0.061,0
0,0,0,0.21,13,3,0.796,1
2,1,1,0.1,11,8,0.256,0
6,1,1,0.38,7,4,0.286,0
0,0,0,0.32,4,2,0.886,1
0,0,0,0.14,5,9,0.952,1
0,0,0,0.26,5,8,0.908,1
7,0,1,0.14,7,5,0.14,0
0,0,0,0.46,6,1,0.811,1
0,0,0,0.31,4,5,0.966,1
0,0,0,0.29,12,8,0.849,1
0,0,0,0.51,1,9,0.719,1
3,0,1,0.18,7,6,0.111,0
9,0,1,0.13,10,7,0.071,0
10,1,1,0.32,3,7,0.257,0
0,0,0,0.29,3,7,0.963,1
0,0,0,0.12,4,9,0.977,1
7,0,1,0.11,6,8,0.041,0
0,0,0,0.13,1,3,0.749,1
8,0,1,0.23,6,9,0.083,0
2,0,1,0.3,12,6,0.26,0
7,0,1,0.21,3,6,0.237,0
4,0,1,0.26,3,8,0.227,0
0,0,0,0.13,13,4,0.888,1
0,0,0,0.41,10,9,0.832,1
0,0,0,0.3,2,4,0.979,1
0,0,0,0.04,6,8,0.87,1
2,0,1,0.21,12,6,0.153,0
0,0,0,0.09,14,1,0.702,1
9,0,1,0.17,12,2,0.175,0
0,0,0,0.07,2,3,0.779,1
0,0,0,0.33,2,6,0.752,1
5,0,1,0.24,2,7,0.139,0
8,1,1,0.4,13,8,0.258,0
0,0,0,0.33,8,4,0.885,1
0,0,0,0.22,6,9,0.836,1
0,0,0,0.25,2,2,0.825,1
0,0,0,0.21,3,7,0.725,1
0,0,0,0.48,13,6,0.836,1
0,0,0,0.27,14,9,0.952,1
7,1,1,0.24,7,9,0.213,0
4,1,1,0.35,10,1,0.187,0
4,1,1,0.4,8,9,0.069,0
7,0,1,0.14,10,3,0.072,0
0,0,0,0.32,12,6,0.949,1
0,0,0,0.33,3,3,0.765,1
